Vt,W,L,T,Vgs,Vds,Ids
-20.2,35,10,0,-0.2,20.0,1.8732e-13
-20.00000000000004,35,10,0,-3.7581e-14,20.0,3.9097e-12
-19.8,35,10,0,0.2,20.0,9.8477e-11
-19.6,35,10,0,0.4,20.0,2.3174e-09
-19.4,35,10,0,0.6,20.0,2.5575e-08
-0.19999999999999996,35,10,0,0.8,1.0,4.9849e-08
0.0,35,10,0,1.0,1.0,1.2516e-07
0.19999999999999996,35,10,0,1.2,1.0,2.3486e-07
0.3999999999999999,35,10,0,1.4,1.0,3.8646e-07
0.6000000000000001,35,10,0,1.6,1.0,5.87e-07
0.8,35,10,0,1.8,1.0,8.4171e-07
1.0,35,10,0,2.0,1.0,1.1536e-06
-2.8,35,10,0,2.2,5.0,1.8194e-06
-2.6,35,10,0,2.4,5.0,2.4087e-06
-2.4,35,10,0,2.6,5.0,3.1129e-06
-2.2,35,10,0,2.8,5.0,3.94e-06
-2.0,35,10,0,3.0,5.0,4.8972e-06
-1.7999999999999998,35,10,0,3.2,5.0,5.9904e-06
-1.6,35,10,0,3.4,5.0,7.2246e-06
-1.4,35,10,0,3.6,5.0,8.604e-06
-1.2000000000000002,35,10,0,3.8,5.0,1.0132e-05
-1.0,35,10,0,4.0,5.0,1.1811e-05
-0.7999999999999998,35,10,0,4.2,5.0,1.3642e-05
-0.5999999999999996,35,10,0,4.4,5.0,1.5626e-05
-0.40000000000000036,35,10,0,4.6,5.0,1.7764e-05
-0.20000000000000018,35,10,0,4.8,5.0,2.0055e-05
0.0,35,10,0,5.0,5.0,2.2497e-05
0.20000000000000018,35,10,0,5.2,5.0,2.509e-05
0.40000000000000036,35,10,0,5.4,5.0,2.783e-05
0.5999999999999996,35,10,0,5.6,5.0,3.0716e-05
0.7999999999999998,35,10,0,5.8,5.0,3.3744e-05
1.0,35,10,0,6.0,5.0,3.691e-05
1.2000000000000002,35,10,0,6.2,5.0,4.021e-05
1.4000000000000004,35,10,0,6.4,5.0,4.3641e-05
1.5999999999999996,35,10,0,6.6,5.0,4.7199e-05
1.7999999999999998,35,10,0,6.8,5.0,5.0877e-05
2.0,35,10,0,7.0,5.0,5.4673e-05
2.2,35,10,0,7.2,5.0,5.858e-05
2.4000000000000004,35,10,0,7.4,5.0,6.2594e-05
2.5999999999999996,35,10,0,7.6,5.0,6.671e-05
2.8,35,10,0,7.8,5.0,7.0922e-05
3.0,35,10,0,8.0,5.0,7.5227e-05
3.1999999999999993,35,10,0,8.2,5.0,7.9617e-05
3.4000000000000004,35,10,0,8.4,5.0,8.409e-05
3.5999999999999996,35,10,0,8.6,5.0,8.8639e-05
3.8000000000000007,35,10,0,8.8,5.0,9.326e-05
4.0,35,10,0,9.0,5.0,9.7948e-05
4.199999999999999,35,10,0,9.2,5.0,0.0001027
4.4,35,10,0,9.4,5.0,0.00010751
4.6,35,10,0,9.6,5.0,0.00011237
4.800000000000001,35,10,0,9.8,5.0,0.00011728
5.0,35,10,0,10.0,5.0,0.00012223
5.199999999999999,35,10,0,10.2,5.0,0.00012723
5.4,35,10,0,10.4,5.0,0.00013226
5.6,35,10,0,10.6,5.0,0.00013733
5.800000000000001,35,10,0,10.8,5.0,0.00014243
6.0,35,10,0,11.0,5.0,0.00014755
6.199999999999999,35,10,0,11.2,5.0,0.0001527
6.4,35,10,0,11.4,5.0,0.00015786
6.6,35,10,0,11.6,5.0,0.00016305
6.800000000000001,35,10,0,11.8,5.0,0.00016825
7.0,35,10,0,12.0,5.0,0.00017346
7.199999999999999,35,10,0,12.2,5.0,0.00017868
7.4,35,10,0,12.4,5.0,0.0001839
7.6,35,10,0,12.6,5.0,0.00018913
7.800000000000001,35,10,0,12.8,5.0,0.00019436
3.0,35,10,0,13.0,10.0,0.00024103
3.1999999999999993,35,10,0,13.2,10.0,0.00024852
3.4000000000000004,35,10,0,13.4,10.0,0.00025607
3.5999999999999996,35,10,0,13.6,10.0,0.00026367
3.8000000000000007,35,10,0,13.8,10.0,0.00027133
4.0,35,10,0,14.0,10.0,0.00027903
4.199999999999999,35,10,0,14.2,10.0,0.00028679
4.4,35,10,0,14.4,10.0,0.00029458
4.6,35,10,0,14.6,10.0,0.00030242
4.800000000000001,35,10,0,14.8,10.0,0.00031031
5.0,35,10,0,15.0,10.0,0.00031822
5.199999999999999,35,10,0,15.2,10.0,0.00032618
5.4,35,10,0,15.4,10.0,0.00033417
5.6,35,10,0,15.6,10.0,0.00034219
5.800000000000001,35,10,0,15.8,10.0,0.00035024
6.0,35,10,0,16.0,10.0,0.00035831
6.199999999999999,35,10,0,16.2,10.0,0.00036642
6.399999999999999,35,10,0,16.4,10.0,0.00037455
6.600000000000001,35,10,0,16.6,10.0,0.0003827
6.800000000000001,35,10,0,16.8,10.0,0.00039087
7.0,35,10,0,17.0,10.0,0.00039906
7.199999999999999,35,10,0,17.2,10.0,0.00040726
7.399999999999999,35,10,0,17.4,10.0,0.00041548
7.600000000000001,35,10,0,17.6,10.0,0.00042372
7.800000000000001,35,10,0,17.8,10.0,0.00043197
8.0,35,10,0,18.0,10.0,0.00044023
8.2,35,10,0,18.2,10.0,0.00044849
8.399999999999999,35,10,0,18.4,10.0,0.00045677
8.600000000000001,35,10,0,18.6,10.0,0.00046505
8.8,35,10,0,18.8,10.0,0.00047334
9.0,35,10,0,19.0,10.0,0.00048163
9.2,35,10,0,19.2,10.0,0.00048993
9.399999999999999,35,10,0,19.4,10.0,0.00049822
9.600000000000001,35,10,0,19.6,10.0,0.00050652
9.8,35,10,0,19.8,10.0,0.00051481
10.0,35,10,0,20.0,10.0,0.00052311
-21.0,35,10,25,-20.0,1.0,2.6833e-13
-20.8,35,10,25,-19.8,1.0,2.6833e-13
-20.6,35,10,25,-19.6,1.0,2.6833e-13
-20.4,35,10,25,-19.4,1.0,2.6833e-13
-20.2,35,10,25,-19.2,1.0,2.6833e-13
-20.0,35,10,25,-19.0,1.0,2.6833e-13
-19.8,35,10,25,-18.8,1.0,2.6833e-13
-19.6,35,10,25,-18.6,1.0,2.6833e-13
-19.4,35,10,25,-18.4,1.0,2.6833e-13
-19.2,35,10,25,-18.2,1.0,2.6833e-13
-19.0,35,10,25,-18.0,1.0,2.6833e-13
-18.8,35,10,25,-17.8,1.0,2.6833e-13
-18.6,35,10,25,-17.6,1.0,2.6833e-13
-18.4,35,10,25,-17.4,1.0,2.6833e-13
-18.2,35,10,25,-17.2,1.0,2.6833e-13
-18.0,35,10,25,-17.0,1.0,2.6833e-13
-17.8,35,10,25,-16.8,1.0,2.6833e-13
-17.6,35,10,25,-16.6,1.0,2.6833e-13
-17.4,35,10,25,-16.4,1.0,2.6833e-13
-17.2,35,10,25,-16.2,1.0,2.6833e-13
-17.0,35,10,25,-16.0,1.0,2.6833e-13
-16.8,35,10,25,-15.8,1.0,2.6833e-13
-16.6,35,10,25,-15.6,1.0,2.6833e-13
-16.4,35,10,25,-15.4,1.0,2.6833e-13
-16.2,35,10,25,-15.2,1.0,2.6833e-13
-16.0,35,10,25,-15.0,1.0,2.6833e-13
-15.8,35,10,25,-14.8,1.0,2.6833e-13
-15.6,35,10,25,-14.6,1.0,2.6833e-13
-15.4,35,10,25,-14.4,1.0,2.6833e-13
-15.2,35,10,25,-14.2,1.0,2.6833e-13
-15.0,35,10,25,-14.0,1.0,2.6833e-13
-14.8,35,10,25,-13.8,1.0,2.6833e-13
-14.6,35,10,25,-13.6,1.0,2.6833e-13
-14.4,35,10,25,-13.4,1.0,2.6833e-13
-14.2,35,10,25,-13.2,1.0,2.6833e-13
-14.0,35,10,25,-13.0,1.0,2.6833e-13
-13.8,35,10,25,-12.8,1.0,2.6833e-13
-13.6,35,10,25,-12.6,1.0,2.6833e-13
-13.4,35,10,25,-12.4,1.0,2.6833e-13
-13.2,35,10,25,-12.2,1.0,2.6833e-13
-13.0,35,10,25,-12.0,1.0,2.6833e-13
-12.8,35,10,25,-11.8,1.0,2.6833e-13
-12.6,35,10,25,-11.6,1.0,2.6833e-13
-12.4,35,10,25,-11.4,1.0,2.6833e-13
-12.2,35,10,25,-11.2,1.0,2.6833e-13
-12.0,35,10,25,-11.0,1.0,2.6833e-13
-11.8,35,10,25,-10.8,1.0,2.6833e-13
-11.6,35,10,25,-10.6,1.0,2.6833e-13
-11.4,35,10,25,-10.4,1.0,2.6833e-13
-11.2,35,10,25,-10.2,1.0,2.6833e-13
-11.0,35,10,25,-10.0,1.0,2.6833e-13
-10.8,35,10,25,-9.8,1.0,2.6833e-13
-10.6,35,10,25,-9.6,1.0,2.6833e-13
-10.4,35,10,25,-9.4,1.0,2.6833e-13
-10.2,35,10,25,-9.2,1.0,2.6833e-13
-10.0,35,10,25,-9.0,1.0,2.6833e-13
-9.8,35,10,25,-8.8,1.0,2.6833e-13
-9.6,35,10,25,-8.6,1.0,2.6833e-13
-9.4,35,10,25,-8.4,1.0,2.6833e-13
-9.2,35,10,25,-8.2,1.0,2.6833e-13
-9.0,35,10,25,-8.0,1.0,2.6833e-13
-8.8,35,10,25,-7.8,1.0,2.6833e-13
-8.6,35,10,25,-7.6,1.0,2.6833e-13
-8.4,35,10,25,-7.4,1.0,2.6833e-13
-8.2,35,10,25,-7.2,1.0,2.6833e-13
-8.0,35,10,25,-7.0,1.0,2.6833e-13
-7.8,35,10,25,-6.8,1.0,2.6833e-13
-7.6,35,10,25,-6.6,1.0,2.6833e-13
-7.4,35,10,25,-6.4,1.0,2.6833e-13
-7.2,35,10,25,-6.2,1.0,2.6833e-13
-7.0,35,10,25,-6.0,1.0,2.6833e-13
-6.8,35,10,25,-5.8,1.0,2.6833e-13
-6.6,35,10,25,-5.6,1.0,2.6833e-13
-6.4,35,10,25,-5.4,1.0,2.6833e-13
-6.2,35,10,25,-5.2,1.0,2.6833e-13
-6.0,35,10,25,-5.0,1.0,2.6833e-13
-5.8,35,10,25,-4.8,1.0,2.6833e-13
-5.6,35,10,25,-4.6,1.0,2.6833e-13
-5.4,35,10,25,-4.4,1.0,2.6833e-13
-5.2,35,10,25,-4.2,1.0,2.6833e-13
-5.0,35,10,25,-4.0,1.0,2.6833e-13
-4.8,35,10,25,-3.8,1.0,2.6833e-13
-4.6,35,10,25,-3.6,1.0,2.6833e-13
-4.4,35,10,25,-3.4,1.0,2.6833e-13
-4.2,35,10,25,-3.2,1.0,2.6833e-13
-4.0,35,10,25,-3.0,1.0,2.6833e-13
-3.8,35,10,25,-2.8,1.0,2.6833e-13
-3.6,35,10,25,-2.6,1.0,2.6833e-13
-3.4,35,10,25,-2.4,1.0,2.6833e-13
-3.2,35,10,25,-2.2,1.0,2.6833e-13
-3.0,35,10,25,-2.0,1.0,2.6833e-13
-2.8,35,10,25,-1.8,1.0,2.6833e-13
-2.6,35,10,25,-1.6,1.0,2.6833e-13
-2.4,35,10,25,-1.4,1.0,2.6833e-13
-2.2,35,10,25,-1.2,1.0,2.6833e-13
-2.0,35,10,25,-1.0,1.0,2.6833e-13
-1.8,35,10,25,-0.8,1.0,2.6834e-13
-1.6,35,10,25,-0.6,1.0,2.6853e-13
-20.4,35,10,25,-0.4,20.0,2.916e-13
-20.2,35,10,25,-0.2,20.0,7.1256e-13
-20.00000000000004,35,10,25,-3.7581e-14,20.0,8.8386e-12
-19.8,35,10,25,0.2,20.0,1.6622e-10
-19.6,35,10,25,0.4,20.0,2.9627e-09
-19.4,35,10,25,0.6,20.0,2.7423e-08
-0.19999999999999996,35,10,25,0.8,1.0,5.2096e-08
0.0,35,10,25,1.0,1.0,1.2849e-07
0.19999999999999996,35,10,25,1.2,1.0,2.3719e-07
0.3999999999999999,35,10,25,1.4,1.0,3.8416e-07
0.6000000000000001,35,10,25,1.6,1.0,5.7545e-07
0.8,35,10,25,1.8,1.0,8.1565e-07
1.0,35,10,25,2.0,1.0,1.1075e-06
-2.8,35,10,25,2.2,5.0,1.7489e-06
-2.6,35,10,25,2.4,5.0,2.3021e-06
-2.4,35,10,25,2.6,5.0,2.9619e-06
-2.2,35,10,25,2.8,5.0,3.7363e-06
-2.0,35,10,25,3.0,5.0,4.632e-06
-1.7999999999999998,35,10,25,3.2,5.0,5.6552e-06
-1.6,35,10,25,3.4,5.0,6.811e-06
-1.4,35,10,25,3.6,5.0,8.1038e-06
-1.2000000000000002,35,10,25,3.8,5.0,9.5371e-06
-1.0,35,10,25,4.0,5.0,1.1114e-05
-0.7999999999999998,35,10,25,4.2,5.0,1.2835e-05
-0.5999999999999996,35,10,25,4.4,5.0,1.4704e-05
-0.40000000000000036,35,10,25,4.6,5.0,1.6719e-05
-0.20000000000000018,35,10,25,4.8,5.0,1.8882e-05
0.0,35,10,25,5.0,5.0,2.1191e-05
0.20000000000000018,35,10,25,5.2,5.0,2.3645e-05
0.40000000000000036,35,10,25,5.4,5.0,2.6243e-05
0.5999999999999996,35,10,25,5.6,5.0,2.8982e-05
0.7999999999999998,35,10,25,5.8,5.0,3.186e-05
1.0,35,10,25,6.0,5.0,3.4873e-05
1.2000000000000002,35,10,25,6.2,5.0,3.8019e-05
1.4000000000000004,35,10,25,6.4,5.0,4.1292e-05
1.5999999999999996,35,10,25,6.6,5.0,4.4691e-05
1.7999999999999998,35,10,25,6.8,5.0,4.8209e-05
2.0,35,10,25,7.0,5.0,5.1844e-05
2.2,35,10,25,7.2,5.0,5.559e-05
2.4000000000000004,35,10,25,7.4,5.0,5.9442e-05
2.5999999999999996,35,10,25,7.6,5.0,6.3397e-05
2.8,35,10,25,7.8,5.0,6.7449e-05
3.0,35,10,25,8.0,5.0,7.1593e-05
3.1999999999999993,35,10,25,8.2,5.0,7.5824e-05
3.4000000000000004,35,10,25,8.4,5.0,8.0139e-05
3.5999999999999996,35,10,25,8.6,5.0,8.4532e-05
3.8000000000000007,35,10,25,8.8,5.0,8.8998e-05
4.0,35,10,25,9.0,5.0,9.3532e-05
4.199999999999999,35,10,25,9.2,5.0,9.8131e-05
4.4,35,10,25,9.4,5.0,0.00010279
4.6,35,10,25,9.6,5.0,0.0001075
4.800000000000001,35,10,25,9.8,5.0,0.00011227
5.0,35,10,25,10.0,5.0,0.00011708
5.199999999999999,35,10,25,10.2,5.0,0.00012194
5.4,35,10,25,10.4,5.0,0.00012684
5.6,35,10,25,10.6,5.0,0.00013177
5.800000000000001,35,10,25,10.8,5.0,0.00013673
6.0,35,10,25,11.0,5.0,0.00014173
6.199999999999999,35,10,25,11.2,5.0,0.00014675
6.4,35,10,25,11.4,5.0,0.00015179
6.6,35,10,25,11.6,5.0,0.00015685
6.800000000000001,35,10,25,11.8,5.0,0.00016193
7.0,35,10,25,12.0,5.0,0.00016703
7.199999999999999,35,10,25,12.2,5.0,0.00017213
7.4,35,10,25,12.4,5.0,0.00017725
7.6,35,10,25,12.6,5.0,0.00018237
7.800000000000001,35,10,25,12.8,5.0,0.0001875
3.0,35,10,25,13.0,10.0,0.00023307
3.1999999999999993,35,10,25,13.2,10.0,0.00024042
3.4000000000000004,35,10,25,13.4,10.0,0.00024784
3.5999999999999996,35,10,25,13.6,10.0,0.0002553
3.8000000000000007,35,10,25,13.8,10.0,0.00026283
4.0,35,10,25,14.0,10.0,0.0002704
4.199999999999999,35,10,25,14.2,10.0,0.00027803
4.4,35,10,25,14.4,10.0,0.0002857
4.6,35,10,25,14.6,10.0,0.00029342
4.800000000000001,35,10,25,14.8,10.0,0.00030117
5.0,35,10,25,15.0,10.0,0.00030897
5.199999999999999,35,10,25,15.2,10.0,0.00031681
5.4,35,10,25,15.4,10.0,0.00032468
5.6,35,10,25,15.6,10.0,0.00033259
5.800000000000001,35,10,25,15.8,10.0,0.00034053
6.0,35,10,25,16.0,10.0,0.0003485
6.199999999999999,35,10,25,16.2,10.0,0.0003565
6.399999999999999,35,10,25,16.4,10.0,0.00036452
6.600000000000001,35,10,25,16.6,10.0,0.00037257
6.800000000000001,35,10,25,16.8,10.0,0.00038064
7.0,35,10,25,17.0,10.0,0.00038873
7.199999999999999,35,10,25,17.2,10.0,0.00039684
7.399999999999999,35,10,25,17.4,10.0,0.00040496
7.600000000000001,35,10,25,17.6,10.0,0.00041311
7.800000000000001,35,10,25,17.8,10.0,0.00042126
8.0,35,10,25,18.0,10.0,0.00042943
8.2,35,10,25,18.2,10.0,0.00043761
8.399999999999999,35,10,25,18.4,10.0,0.0004458
8.600000000000001,35,10,25,18.6,10.0,0.000454
8.8,35,10,25,18.8,10.0,0.00046221
9.0,35,10,25,19.0,10.0,0.00047042
9.2,35,10,25,19.2,10.0,0.00047863
9.399999999999999,35,10,25,19.4,10.0,0.00048685
9.600000000000001,35,10,25,19.6,10.0,0.00049507
9.8,35,10,25,19.8,10.0,0.00050329
10.0,35,10,25,20.0,10.0,0.00051151
-21.0,35,10,80,-20.0,1.0,9.2698e-12
-20.8,35,10,80,-19.8,1.0,9.2698e-12
-20.6,35,10,80,-19.6,1.0,9.2698e-12
-20.4,35,10,80,-19.4,1.0,9.2698e-12
-20.2,35,10,80,-19.2,1.0,9.2698e-12
-20.0,35,10,80,-19.0,1.0,9.2698e-12
-19.8,35,10,80,-18.8,1.0,9.2698e-12
-19.6,35,10,80,-18.6,1.0,9.2698e-12
-19.4,35,10,80,-18.4,1.0,9.2698e-12
-19.2,35,10,80,-18.2,1.0,9.2698e-12
-19.0,35,10,80,-18.0,1.0,9.2698e-12
-18.8,35,10,80,-17.8,1.0,9.2698e-12
-18.6,35,10,80,-17.6,1.0,9.2698e-12
-18.4,35,10,80,-17.4,1.0,9.2698e-12
-18.2,35,10,80,-17.2,1.0,9.2698e-12
-18.0,35,10,80,-17.0,1.0,9.2698e-12
-17.8,35,10,80,-16.8,1.0,9.2698e-12
-17.6,35,10,80,-16.6,1.0,9.2698e-12
-17.4,35,10,80,-16.4,1.0,9.2698e-12
-17.2,35,10,80,-16.2,1.0,9.2698e-12
-17.0,35,10,80,-16.0,1.0,9.2698e-12
-16.8,35,10,80,-15.8,1.0,9.2698e-12
-16.6,35,10,80,-15.6,1.0,9.2698e-12
-16.4,35,10,80,-15.4,1.0,9.2698e-12
-16.2,35,10,80,-15.2,1.0,9.2698e-12
-16.0,35,10,80,-15.0,1.0,9.2698e-12
-15.8,35,10,80,-14.8,1.0,9.2698e-12
-15.6,35,10,80,-14.6,1.0,9.2698e-12
-15.4,35,10,80,-14.4,1.0,9.2698e-12
-15.2,35,10,80,-14.2,1.0,9.2698e-12
-15.0,35,10,80,-14.0,1.0,9.2698e-12
-14.8,35,10,80,-13.8,1.0,9.2698e-12
-14.6,35,10,80,-13.6,1.0,9.2698e-12
-14.4,35,10,80,-13.4,1.0,9.2698e-12
-14.2,35,10,80,-13.2,1.0,9.2698e-12
-14.0,35,10,80,-13.0,1.0,9.2698e-12
-13.8,35,10,80,-12.8,1.0,9.2698e-12
-13.6,35,10,80,-12.6,1.0,9.2698e-12
-13.4,35,10,80,-12.4,1.0,9.2698e-12
-13.2,35,10,80,-12.2,1.0,9.2698e-12
-13.0,35,10,80,-12.0,1.0,9.2698e-12
-12.8,35,10,80,-11.8,1.0,9.2698e-12
-12.6,35,10,80,-11.6,1.0,9.2698e-12
-12.4,35,10,80,-11.4,1.0,9.2698e-12
-12.2,35,10,80,-11.2,1.0,9.2698e-12
-12.0,35,10,80,-11.0,1.0,9.2698e-12
-11.8,35,10,80,-10.8,1.0,9.2698e-12
-11.6,35,10,80,-10.6,1.0,9.2698e-12
-11.4,35,10,80,-10.4,1.0,9.2698e-12
-11.2,35,10,80,-10.2,1.0,9.2698e-12
-11.0,35,10,80,-10.0,1.0,9.2698e-12
-10.8,35,10,80,-9.8,1.0,9.2698e-12
-10.6,35,10,80,-9.6,1.0,9.2698e-12
-10.4,35,10,80,-9.4,1.0,9.2698e-12
-10.2,35,10,80,-9.2,1.0,9.2698e-12
-10.0,35,10,80,-9.0,1.0,9.2698e-12
-9.8,35,10,80,-8.8,1.0,9.2698e-12
-9.6,35,10,80,-8.6,1.0,9.2698e-12
-9.4,35,10,80,-8.4,1.0,9.2698e-12
-9.2,35,10,80,-8.2,1.0,9.2698e-12
-9.0,35,10,80,-8.0,1.0,9.2698e-12
-8.8,35,10,80,-7.8,1.0,9.2698e-12
-8.6,35,10,80,-7.6,1.0,9.2698e-12
-8.4,35,10,80,-7.4,1.0,9.2698e-12
-8.2,35,10,80,-7.2,1.0,9.2698e-12
-8.0,35,10,80,-7.0,1.0,9.2698e-12
-7.8,35,10,80,-6.8,1.0,9.2698e-12
-7.6,35,10,80,-6.6,1.0,9.2698e-12
-7.4,35,10,80,-6.4,1.0,9.2698e-12
-7.2,35,10,80,-6.2,1.0,9.2698e-12
-7.0,35,10,80,-6.0,1.0,9.2698e-12
-6.8,35,10,80,-5.8,1.0,9.2698e-12
-6.6,35,10,80,-5.6,1.0,9.2698e-12
-6.4,35,10,80,-5.4,1.0,9.2698e-12
-6.2,35,10,80,-5.2,1.0,9.2698e-12
-6.0,35,10,80,-5.0,1.0,9.2698e-12
-5.8,35,10,80,-4.8,1.0,9.2698e-12
-5.6,35,10,80,-4.6,1.0,9.2698e-12
-5.4,35,10,80,-4.4,1.0,9.2698e-12
-5.2,35,10,80,-4.2,1.0,9.2698e-12
-5.0,35,10,80,-4.0,1.0,9.2698e-12
-4.8,35,10,80,-3.8,1.0,9.2698e-12
-4.6,35,10,80,-3.6,1.0,9.2698e-12
-4.4,35,10,80,-3.4,1.0,9.2698e-12
-4.2,35,10,80,-3.2,1.0,9.2698e-12
-4.0,35,10,80,-3.0,1.0,9.2698e-12
-3.8,35,10,80,-2.8,1.0,9.2698e-12
-3.6,35,10,80,-2.6,1.0,9.2698e-12
-3.4,35,10,80,-2.4,1.0,9.2698e-12
-3.2,35,10,80,-2.2,1.0,9.2698e-12
-3.0,35,10,80,-2.0,1.0,9.2698e-12
-2.8,35,10,80,-1.8,1.0,9.2698e-12
-2.6,35,10,80,-1.6,1.0,9.2698e-12
-2.4,35,10,80,-1.4,1.0,9.2698e-12
-2.2,35,10,80,-1.2,1.0,9.2698e-12
-2.0,35,10,80,-1.0,1.0,9.2699e-12
-1.8,35,10,80,-0.8,1.0,9.2702e-12
-1.6,35,10,80,-0.6,1.0,9.2741e-12
-20.4,35,10,80,-0.4,20.0,9.5017e-12
-20.2,35,10,80,-0.2,20.0,1.2088e-11
-20.00000000000004,35,10,80,-3.7581e-14,20.0,4.3714e-11
-19.8,35,10,80,0.2,20.0,4.2867e-10
-19.6,35,10,80,0.4,20.0,4.6869e-09
-19.4,35,10,80,0.6,20.0,3.1778e-08
-0.19999999999999996,35,10,80,0.8,1.0,5.6944e-08
0.0,35,10,80,1.0,1.0,1.3567e-07
0.19999999999999996,35,10,80,1.2,1.0,2.435e-07
0.3999999999999999,35,10,80,1.4,1.0,3.8352e-07
0.6000000000000001,35,10,80,1.6,1.0,5.5997e-07
0.8,35,10,80,1.8,1.0,7.7624e-07
-3.0,35,10,80,2.0,5.0,1.2338e-06
-2.8,35,10,80,2.2,5.0,1.6427e-06
-2.6,35,10,80,2.4,5.0,2.1354e-06
-2.4,35,10,80,2.6,5.0,2.7199e-06
-2.2,35,10,80,2.8,5.0,3.4033e-06
-2.0,35,10,80,3.0,5.0,4.1921e-06
-1.7999999999999998,35,10,80,3.2,5.0,5.0922e-06
-1.6,35,10,80,3.4,5.0,6.109e-06
-1.4,35,10,80,3.6,5.0,7.2468e-06
-1.2000000000000002,35,10,80,3.8,5.0,8.5096e-06
-1.0,35,10,80,4.0,5.0,9.9006e-06
-0.7999999999999998,35,10,80,4.2,5.0,1.1422e-05
-0.5999999999999996,35,10,80,4.4,5.0,1.3077e-05
-0.40000000000000036,35,10,80,4.6,5.0,1.4865e-05
-0.20000000000000018,35,10,80,4.8,5.0,1.6788e-05
0.0,35,10,80,5.0,5.0,1.8846e-05
0.20000000000000018,35,10,80,5.2,5.0,2.1038e-05
0.40000000000000036,35,10,80,5.4,5.0,2.3364e-05
0.5999999999999996,35,10,80,5.6,5.0,2.5822e-05
0.7999999999999998,35,10,80,5.8,5.0,2.8411e-05
1.0,35,10,80,6.0,5.0,3.1128e-05
1.2000000000000002,35,10,80,6.2,5.0,3.3971e-05
1.4000000000000004,35,10,80,6.4,5.0,3.6936e-05
1.5999999999999996,35,10,80,6.6,5.0,4.0022e-05
1.7999999999999998,35,10,80,6.8,5.0,4.3224e-05
2.0,35,10,80,7.0,5.0,4.6538e-05
2.2,35,10,80,7.2,5.0,4.9962e-05
2.4000000000000004,35,10,80,7.4,5.0,5.349e-05
2.5999999999999996,35,10,80,7.6,5.0,5.712e-05
2.8,35,10,80,7.8,5.0,6.0846e-05
3.0,35,10,80,8.0,5.0,6.4664e-05
3.1999999999999993,35,10,80,8.2,5.0,6.8571e-05
3.4000000000000004,35,10,80,8.4,5.0,7.2562e-05
3.5999999999999996,35,10,80,8.6,5.0,7.6632e-05
3.8000000000000007,35,10,80,8.8,5.0,8.0778e-05
4.0,35,10,80,9.0,5.0,8.4995e-05
4.199999999999999,35,10,80,9.2,5.0,8.9279e-05
4.4,35,10,80,9.4,5.0,9.3626e-05
4.6,35,10,80,9.6,5.0,9.8032e-05
4.800000000000001,35,10,80,9.8,5.0,0.00010249
5.0,35,10,80,10.0,5.0,0.00010701
5.199999999999999,35,10,80,10.2,5.0,0.00011157
5.4,35,10,80,10.4,5.0,0.00011617
5.6,35,10,80,10.6,5.0,0.00012081
5.800000000000001,35,10,80,10.8,5.0,0.0001255
6.0,35,10,80,11.0,5.0,0.00013021
6.199999999999999,35,10,80,11.2,5.0,0.00013496
6.4,35,10,80,11.4,5.0,0.00013973
6.6,35,10,80,11.6,5.0,0.00014453
6.800000000000001,35,10,80,11.8,5.0,0.00014935
7.0,35,10,80,12.0,5.0,0.00015419
7.199999999999999,35,10,80,12.2,5.0,0.00015905
7.4,35,10,80,12.4,5.0,0.00016392
7.6,35,10,80,12.6,5.0,0.00016881
2.8000000000000007,35,10,80,12.8,10.0,0.00021001
3.0,35,10,80,13.0,10.0,0.00021699
3.1999999999999993,35,10,80,13.2,10.0,0.00022403
3.4000000000000004,35,10,80,13.4,10.0,0.00023114
3.5999999999999996,35,10,80,13.6,10.0,0.00023831
3.8000000000000007,35,10,80,13.8,10.0,0.00024554
4.0,35,10,80,14.0,10.0,0.00025282
4.199999999999999,35,10,80,14.2,10.0,0.00026016
4.4,35,10,80,14.4,10.0,0.00026755
4.6,35,10,80,14.6,10.0,0.00027499
4.800000000000001,35,10,80,14.8,10.0,0.00028248
5.0,35,10,80,15.0,10.0,0.00029001
5.199999999999999,35,10,80,15.2,10.0,0.00029758
5.4,35,10,80,15.4,10.0,0.00030519
5.6,35,10,80,15.6,10.0,0.00031284
5.800000000000001,35,10,80,15.8,10.0,0.00032053
6.0,35,10,80,16.0,10.0,0.00032825
6.199999999999999,35,10,80,16.2,10.0,0.00033601
6.399999999999999,35,10,80,16.4,10.0,0.00034379
6.600000000000001,35,10,80,16.6,10.0,0.0003516
6.800000000000001,35,10,80,16.8,10.0,0.00035944
7.0,35,10,80,17.0,10.0,0.00036731
7.199999999999999,35,10,80,17.2,10.0,0.00037519
7.399999999999999,35,10,80,17.4,10.0,0.0003831
7.600000000000001,35,10,80,17.6,10.0,0.00039103
7.800000000000001,35,10,80,17.8,10.0,0.00039897
8.0,35,10,80,18.0,10.0,0.00040693
8.2,35,10,80,18.2,10.0,0.00041491
8.399999999999999,35,10,80,18.4,10.0,0.0004229
8.600000000000001,35,10,80,18.6,10.0,0.0004309
8.8,35,10,80,18.8,10.0,0.00043892
9.0,35,10,80,19.0,10.0,0.00044694
9.2,35,10,80,19.2,10.0,0.00045497
9.399999999999999,35,10,80,19.4,10.0,0.000463
9.600000000000001,35,10,80,19.6,10.0,0.00047104
9.8,35,10,80,19.8,10.0,0.00047909
10.0,35,10,80,20.0,10.0,0.00048714
