Vt,W,L,T,Vgs,Vds,Ids
-20.00000000000004,10,5,80,-3.7581e-14,20.0,6.503e-10
-19.8,10,5,80,0.2,20.0,5.9758e-09
-19.6,10,5,80,0.4,20.0,2.882e-08
-19.4,10,5,80,0.6,20.0,7.1963e-08
-0.19999999999999996,10,5,80,0.8,1.0,6.3798e-08
0.0,10,5,80,1.0,1.0,1.2006e-07
0.19999999999999996,10,5,80,1.2,1.0,1.9342e-07
0.3999999999999999,10,5,80,1.4,1.0,2.8613e-07
0.6000000000000001,10,5,80,1.6,1.0,4.0017e-07
0.8,10,5,80,1.8,1.0,5.3698e-07
1.0,10,5,80,2.0,1.0,6.9735e-07
-2.8,10,5,80,2.2,5.0,1.106e-06
-2.6,10,5,80,2.4,5.0,1.4101e-06
-2.4,10,5,80,2.6,5.0,1.7659e-06
-2.2,10,5,80,2.8,5.0,2.1766e-06
-2.0,10,5,80,3.0,5.0,2.6456e-06
-1.7999999999999998,10,5,80,3.2,5.0,3.1755e-06
-1.6,10,5,80,3.4,5.0,3.7688e-06
-1.4,10,5,80,3.6,5.0,4.4276e-06
-1.2000000000000002,10,5,80,3.8,5.0,5.1538e-06
-1.0,10,5,80,4.0,5.0,5.9486e-06
-0.7999999999999998,10,5,80,4.2,5.0,6.8133e-06
-0.5999999999999996,10,5,80,4.4,5.0,7.7486e-06
-0.40000000000000036,10,5,80,4.6,5.0,8.7551e-06
-0.20000000000000018,10,5,80,4.8,5.0,9.833e-06
0.0,10,5,80,5.0,5.0,1.0982e-05
0.20000000000000018,10,5,80,5.2,5.0,1.2202e-05
0.40000000000000036,10,5,80,5.4,5.0,1.3492e-05
0.5999999999999996,10,5,80,5.6,5.0,1.4852e-05
0.7999999999999998,10,5,80,5.8,5.0,1.628e-05
1.0,10,5,80,6.0,5.0,1.7775e-05
1.2000000000000002,10,5,80,6.2,5.0,1.9336e-05
1.4000000000000004,10,5,80,6.4,5.0,2.0961e-05
1.5999999999999996,10,5,80,6.6,5.0,2.2649e-05
1.7999999999999998,10,5,80,6.8,5.0,2.4397e-05
2.0,10,5,80,7.0,5.0,2.6203e-05
2.2,10,5,80,7.2,5.0,2.8066e-05
2.4000000000000004,10,5,80,7.4,5.0,2.9984e-05
2.5999999999999996,10,5,80,7.6,5.0,3.1954e-05
2.8,10,5,80,7.8,5.0,3.3974e-05
3.0,10,5,80,8.0,5.0,3.6042e-05
3.1999999999999993,10,5,80,8.2,5.0,3.8156e-05
3.4000000000000004,10,5,80,8.4,5.0,4.0313e-05
3.5999999999999996,10,5,80,8.6,5.0,4.2512e-05
3.8000000000000007,10,5,80,8.8,5.0,4.4751e-05
4.0,10,5,80,9.0,5.0,4.7026e-05
4.199999999999999,10,5,80,9.2,5.0,4.9337e-05
4.4,10,5,80,9.4,5.0,5.1681e-05
4.6,10,5,80,9.6,5.0,5.4056e-05
4.800000000000001,10,5,80,9.8,5.0,5.646e-05
5.0,10,5,80,10.0,5.0,5.8892e-05
5.199999999999999,10,5,80,10.2,5.0,6.1349e-05
5.4,10,5,80,10.4,5.0,6.383e-05
5.6,10,5,80,10.6,5.0,6.6333e-05
5.800000000000001,10,5,80,10.8,5.0,6.8857e-05
6.0,10,5,80,11.0,5.0,7.14e-05
6.199999999999999,10,5,80,11.2,5.0,7.396e-05
6.4,10,5,80,11.4,5.0,7.6536e-05
6.6,10,5,80,11.6,5.0,7.9127e-05
6.800000000000001,10,5,80,11.8,5.0,8.1731e-05
7.0,10,5,80,12.0,5.0,8.4347e-05
7.199999999999999,10,5,80,12.2,5.0,8.6974e-05
7.4,10,5,80,12.4,5.0,8.9611e-05
7.6,10,5,80,12.6,5.0,9.2256e-05
7.800000000000001,10,5,80,12.8,5.0,9.4908e-05
8.0,10,5,80,13.0,5.0,9.7567e-05
8.2,10,5,80,13.2,5.0,0.00010023
8.4,10,5,80,13.4,5.0,0.0001029
8.6,10,5,80,13.6,5.0,0.00010557
8.8,10,5,80,13.8,5.0,0.00010825
9.0,10,5,80,14.0,5.0,0.00011093
9.2,10,5,80,14.2,5.0,0.0001136
9.4,10,5,80,14.4,5.0,0.00011628
9.6,10,5,80,14.6,5.0,0.00011896
9.8,10,5,80,14.8,5.0,0.00012164
5.0,10,5,80,15.0,10.0,0.00015009
5.199999999999999,10,5,80,15.2,10.0,0.00015383
5.4,10,5,80,15.4,10.0,0.00015759
5.6,10,5,80,15.6,10.0,0.00016136
5.800000000000001,10,5,80,15.8,10.0,0.00016515
6.0,10,5,80,16.0,10.0,0.00016896
6.199999999999999,10,5,80,16.2,10.0,0.00017278
6.399999999999999,10,5,80,16.4,10.0,0.00017661
6.600000000000001,10,5,80,16.6,10.0,0.00018045
6.800000000000001,10,5,80,16.8,10.0,0.00018431
7.0,10,5,80,17.0,10.0,0.00018817
7.199999999999999,10,5,80,17.2,10.0,0.00019205
7.399999999999999,10,5,80,17.4,10.0,0.00019594
7.600000000000001,10,5,80,17.6,10.0,0.00019983
7.800000000000001,10,5,80,17.8,10.0,0.00020374
8.0,10,5,80,18.0,10.0,0.00020765
8.2,10,5,80,18.2,10.0,0.00021157
8.399999999999999,10,5,80,18.4,10.0,0.00021549
8.600000000000001,10,5,80,18.6,10.0,0.00021942
8.8,10,5,80,18.8,10.0,0.00022336
9.0,10,5,80,19.0,10.0,0.0002273
9.2,10,5,80,19.2,10.0,0.00023125
9.399999999999999,10,5,80,19.4,10.0,0.0002352
9.600000000000001,10,5,80,19.6,10.0,0.00023915
9.8,10,5,80,19.8,10.0,0.00024311
10.0,10,5,80,20.0,10.0,0.00024707
-21.0,10,8,0,-20.0,1.0,9.5622e-15
-20.8,10,8,0,-19.8,1.0,9.5622e-15
-20.6,10,8,0,-19.6,1.0,9.5622e-15
-20.4,10,8,0,-19.4,1.0,9.5622e-15
-20.2,10,8,0,-19.2,1.0,9.5622e-15
-20.0,10,8,0,-19.0,1.0,9.5622e-15
-19.8,10,8,0,-18.8,1.0,9.5622e-15
-19.6,10,8,0,-18.6,1.0,9.5622e-15
-19.4,10,8,0,-18.4,1.0,9.5622e-15
-19.2,10,8,0,-18.2,1.0,9.5622e-15
-19.0,10,8,0,-18.0,1.0,9.5622e-15
-18.8,10,8,0,-17.8,1.0,9.5622e-15
-18.6,10,8,0,-17.6,1.0,9.5622e-15
-18.4,10,8,0,-17.4,1.0,9.5622e-15
-18.2,10,8,0,-17.2,1.0,9.5622e-15
-18.0,10,8,0,-17.0,1.0,9.5622e-15
-17.8,10,8,0,-16.8,1.0,9.5622e-15
-17.6,10,8,0,-16.6,1.0,9.5622e-15
-17.4,10,8,0,-16.4,1.0,9.5622e-15
-17.2,10,8,0,-16.2,1.0,9.5622e-15
-17.0,10,8,0,-16.0,1.0,9.5622e-15
-16.8,10,8,0,-15.8,1.0,9.5622e-15
-16.6,10,8,0,-15.6,1.0,9.5622e-15
-16.4,10,8,0,-15.4,1.0,9.5622e-15
-16.2,10,8,0,-15.2,1.0,9.5622e-15
-16.0,10,8,0,-15.0,1.0,9.5622e-15
-15.8,10,8,0,-14.8,1.0,9.5622e-15
-15.6,10,8,0,-14.6,1.0,9.5622e-15
-15.4,10,8,0,-14.4,1.0,9.5622e-15
-15.2,10,8,0,-14.2,1.0,9.5622e-15
-15.0,10,8,0,-14.0,1.0,9.5622e-15
-14.8,10,8,0,-13.8,1.0,9.5622e-15
-14.6,10,8,0,-13.6,1.0,9.5622e-15
-14.4,10,8,0,-13.4,1.0,9.5622e-15
-14.2,10,8,0,-13.2,1.0,9.5622e-15
-14.0,10,8,0,-13.0,1.0,9.5622e-15
-13.8,10,8,0,-12.8,1.0,9.5622e-15
-13.6,10,8,0,-12.6,1.0,9.5622e-15
-13.4,10,8,0,-12.4,1.0,9.5622e-15
-13.2,10,8,0,-12.2,1.0,9.5622e-15
-13.0,10,8,0,-12.0,1.0,9.5622e-15
-12.8,10,8,0,-11.8,1.0,9.5622e-15
-12.6,10,8,0,-11.6,1.0,9.5622e-15
-12.4,10,8,0,-11.4,1.0,9.5622e-15
-12.2,10,8,0,-11.2,1.0,9.5622e-15
-12.0,10,8,0,-11.0,1.0,9.5622e-15
-11.8,10,8,0,-10.8,1.0,9.5622e-15
-11.6,10,8,0,-10.6,1.0,9.5622e-15
-11.4,10,8,0,-10.4,1.0,9.5622e-15
-11.2,10,8,0,-10.2,1.0,9.5622e-15
-11.0,10,8,0,-10.0,1.0,9.5622e-15
-10.8,10,8,0,-9.8,1.0,9.5622e-15
-10.6,10,8,0,-9.6,1.0,9.5622e-15
-10.4,10,8,0,-9.4,1.0,9.5622e-15
-10.2,10,8,0,-9.2,1.0,9.5622e-15
-10.0,10,8,0,-9.0,1.0,9.5622e-15
-9.8,10,8,0,-8.8,1.0,9.5622e-15
-9.6,10,8,0,-8.6,1.0,9.5622e-15
-9.4,10,8,0,-8.4,1.0,9.5622e-15
-9.2,10,8,0,-8.2,1.0,9.5622e-15
-9.0,10,8,0,-8.0,1.0,9.5622e-15
-8.8,10,8,0,-7.8,1.0,9.5622e-15
-8.6,10,8,0,-7.6,1.0,9.5622e-15
-8.4,10,8,0,-7.4,1.0,9.5622e-15
-8.2,10,8,0,-7.2,1.0,9.5622e-15
-8.0,10,8,0,-7.0,1.0,9.5622e-15
-7.8,10,8,0,-6.8,1.0,9.5622e-15
-7.6,10,8,0,-6.6,1.0,9.5622e-15
-7.4,10,8,0,-6.4,1.0,9.5622e-15
-7.2,10,8,0,-6.2,1.0,9.5622e-15
-7.0,10,8,0,-6.0,1.0,9.5622e-15
-6.8,10,8,0,-5.8,1.0,9.5622e-15
-6.6,10,8,0,-5.6,1.0,9.5622e-15
-6.4,10,8,0,-5.4,1.0,9.5622e-15
-6.2,10,8,0,-5.2,1.0,9.5622e-15
-6.0,10,8,0,-5.0,1.0,9.5622e-15
-5.8,10,8,0,-4.8,1.0,9.5622e-15
-5.6,10,8,0,-4.6,1.0,9.5622e-15
-5.4,10,8,0,-4.4,1.0,9.5622e-15
-5.2,10,8,0,-4.2,1.0,9.5622e-15
-5.0,10,8,0,-4.0,1.0,9.5622e-15
-4.8,10,8,0,-3.8,1.0,9.5622e-15
-4.6,10,8,0,-3.6,1.0,9.5622e-15
-4.4,10,8,0,-3.4,1.0,9.5622e-15
-4.2,10,8,0,-3.2,1.0,9.5622e-15
-4.0,10,8,0,-3.0,1.0,9.5622e-15
-3.8,10,8,0,-2.8,1.0,9.5622e-15
-3.6,10,8,0,-2.6,1.0,9.5622e-15
-3.4,10,8,0,-2.4,1.0,9.5622e-15
-3.2,10,8,0,-2.2,1.0,9.5622e-15
-3.0,10,8,0,-2.0,1.0,9.5622e-15
-2.8,10,8,0,-1.8,1.0,9.5622e-15
-2.6,10,8,0,-1.6,1.0,9.5622e-15
-2.4,10,8,0,-1.4,1.0,9.5622e-15
-2.2,10,8,0,-1.2,1.0,9.5622e-15
-2.0,10,8,0,-1.0,1.0,9.5623e-15
-1.8,10,8,0,-0.8,1.0,9.5632e-15
-20.6,10,8,0,-0.6,20.0,9.8699e-15
-20.4,10,8,0,-0.4,20.0,1.656e-14
-20.2,10,8,0,-0.2,20.0,1.8009e-13
-20.00000000000004,10,8,0,-3.7581e-14,20.0,4.2189e-12
-19.8,10,8,0,0.2,20.0,1.0371e-10
-19.6,10,8,0,0.4,20.0,2.0995e-09
-19.4,10,8,0,0.6,20.0,1.4798e-08
-0.19999999999999996,10,8,0,0.8,1.0,2.1772e-08
0.0,10,8,0,1.0,1.0,5.0592e-08
0.19999999999999996,10,8,0,1.2,1.0,9.2005e-08
0.3999999999999999,10,8,0,1.4,1.0,1.4869e-07
0.6000000000000001,10,8,0,1.6,1.0,2.2305e-07
0.8,10,8,0,1.8,1.0,3.1679e-07
1.0,10,8,0,2.0,1.0,4.3086e-07
-2.8,10,8,0,2.2,5.0,6.7879e-07
-2.6,10,8,0,2.4,5.0,8.9358e-07
-2.4,10,8,0,2.6,5.0,1.1492e-06
-2.2,10,8,0,2.8,5.0,1.4484e-06
-2.0,10,8,0,3.0,5.0,1.7936e-06
-1.7999999999999998,10,8,0,3.2,5.0,2.1867e-06
-1.6,10,8,0,3.4,5.0,2.6295e-06
-1.4,10,8,0,3.6,5.0,3.1232e-06
-1.2000000000000002,10,8,0,3.8,5.0,3.6691e-06
-1.0,10,8,0,4.0,5.0,4.2678e-06
-0.7999999999999998,10,8,0,4.2,5.0,4.9199e-06
-0.5999999999999996,10,8,0,4.4,5.0,5.6255e-06
-0.40000000000000036,10,8,0,4.6,5.0,6.3848e-06
-0.20000000000000018,10,8,0,4.8,5.0,7.1975e-06
0.0,10,8,0,5.0,5.0,8.0631e-06
0.20000000000000018,10,8,0,5.2,5.0,8.981e-06
0.40000000000000036,10,8,0,5.4,5.0,9.9504e-06
0.5999999999999996,10,8,0,5.6,5.0,1.097e-05
0.7999999999999998,10,8,0,5.8,5.0,1.204e-05
1.0,10,8,0,6.0,5.0,1.3157e-05
1.2000000000000002,10,8,0,6.2,5.0,1.4321e-05
1.4000000000000004,10,8,0,6.4,5.0,1.5531e-05
1.5999999999999996,10,8,0,6.6,5.0,1.6784e-05
1.7999999999999998,10,8,0,6.8,5.0,1.808e-05
2.0,10,8,0,7.0,5.0,1.9416e-05
2.2,10,8,0,7.2,5.0,2.0791e-05
2.4000000000000004,10,8,0,7.4,5.0,2.2203e-05
2.5999999999999996,10,8,0,7.6,5.0,2.365e-05
2.8,10,8,0,7.8,5.0,2.5131e-05
3.0,10,8,0,8.0,5.0,2.6644e-05
3.1999999999999993,10,8,0,8.2,5.0,2.8187e-05
3.4000000000000004,10,8,0,8.4,5.0,2.9758e-05
3.5999999999999996,10,8,0,8.6,5.0,3.1357e-05
3.8000000000000007,10,8,0,8.8,5.0,3.298e-05
4.0,10,8,0,9.0,5.0,3.4626e-05
4.199999999999999,10,8,0,9.2,5.0,3.6295e-05
4.4,10,8,0,9.4,5.0,3.7983e-05
4.6,10,8,0,9.6,5.0,3.9691e-05
4.800000000000001,10,8,0,9.8,5.0,4.1415e-05
5.0,10,8,0,10.0,5.0,4.3156e-05
5.199999999999999,10,8,0,10.2,5.0,4.4911e-05
5.4,10,8,0,10.4,5.0,4.668e-05
5.6,10,8,0,10.6,5.0,4.846e-05
5.800000000000001,10,8,0,10.8,5.0,5.0251e-05
6.0,10,8,0,11.0,5.0,5.2052e-05
6.199999999999999,10,8,0,11.2,5.0,5.3861e-05
6.4,10,8,0,11.4,5.0,5.5678e-05
6.6,10,8,0,11.6,5.0,5.7501e-05
6.800000000000001,10,8,0,11.8,5.0,5.933e-05
7.0,10,8,0,12.0,5.0,6.1163e-05
7.199999999999999,10,8,0,12.2,5.0,6.3e-05
7.4,10,8,0,12.4,5.0,6.484e-05
7.6,10,8,0,12.6,5.0,6.6682e-05
7.800000000000001,10,8,0,12.8,5.0,6.8525e-05
8.0,10,8,0,13.0,5.0,7.0369e-05
8.2,10,8,0,13.2,5.0,7.2213e-05
8.4,10,8,0,13.4,5.0,7.4056e-05
3.5999999999999996,10,8,0,13.6,10.0,9.1761e-05
3.8000000000000007,10,8,0,13.8,10.0,9.4392e-05
4.0,10,8,0,14.0,10.0,9.704e-05
4.199999999999999,10,8,0,14.2,10.0,9.9703e-05
4.4,10,8,0,14.4,10.0,0.00010238
4.6,10,8,0,14.6,10.0,0.00010507
4.800000000000001,10,8,0,14.8,10.0,0.00010778
5.0,10,8,0,15.0,10.0,0.0001105
5.199999999999999,10,8,0,15.2,10.0,0.00011323
5.4,10,8,0,15.4,10.0,0.00011597
5.6,10,8,0,15.6,10.0,0.00011872
5.800000000000001,10,8,0,15.8,10.0,0.00012148
6.0,10,8,0,16.0,10.0,0.00012425
6.199999999999999,10,8,0,16.2,10.0,0.00012703
6.399999999999999,10,8,0,16.4,10.0,0.00012982
6.600000000000001,10,8,0,16.6,10.0,0.00013262
6.800000000000001,10,8,0,16.8,10.0,0.00013542
7.0,10,8,0,17.0,10.0,0.00013823
7.199999999999999,10,8,0,17.2,10.0,0.00014105
7.399999999999999,10,8,0,17.4,10.0,0.00014387
7.600000000000001,10,8,0,17.6,10.0,0.00014669
7.800000000000001,10,8,0,17.8,10.0,0.00014952
8.0,10,8,0,18.0,10.0,0.00015236
8.2,10,8,0,18.2,10.0,0.00015519
8.399999999999999,10,8,0,18.4,10.0,0.00015803
8.600000000000001,10,8,0,18.6,10.0,0.00016088
8.8,10,8,0,18.8,10.0,0.00016372
9.0,10,8,0,19.0,10.0,0.00016657
9.2,10,8,0,19.2,10.0,0.00016942
9.399999999999999,10,8,0,19.4,10.0,0.00017227
9.600000000000001,10,8,0,19.6,10.0,0.00017512
9.8,10,8,0,19.8,10.0,0.00017797
10.0,10,8,0,20.0,10.0,0.00018082
-21.0,10,8,25,-20.0,1.0,7.6666e-14
-20.8,10,8,25,-19.8,1.0,7.6666e-14
-20.6,10,8,25,-19.6,1.0,7.6666e-14
-20.4,10,8,25,-19.4,1.0,7.6666e-14
-20.2,10,8,25,-19.2,1.0,7.6666e-14
-20.0,10,8,25,-19.0,1.0,7.6666e-14
-19.8,10,8,25,-18.8,1.0,7.6666e-14
-19.6,10,8,25,-18.6,1.0,7.6666e-14
-19.4,10,8,25,-18.4,1.0,7.6666e-14
-19.2,10,8,25,-18.2,1.0,7.6666e-14
-19.0,10,8,25,-18.0,1.0,7.6666e-14
-18.8,10,8,25,-17.8,1.0,7.6666e-14
-18.6,10,8,25,-17.6,1.0,7.6666e-14
-18.4,10,8,25,-17.4,1.0,7.6666e-14
-18.2,10,8,25,-17.2,1.0,7.6666e-14
-18.0,10,8,25,-17.0,1.0,7.6666e-14
-17.8,10,8,25,-16.8,1.0,7.6666e-14
-17.6,10,8,25,-16.6,1.0,7.6666e-14
-17.4,10,8,25,-16.4,1.0,7.6666e-14
-17.2,10,8,25,-16.2,1.0,7.6666e-14
-17.0,10,8,25,-16.0,1.0,7.6666e-14
-16.8,10,8,25,-15.8,1.0,7.6666e-14
-16.6,10,8,25,-15.6,1.0,7.6666e-14
-16.4,10,8,25,-15.4,1.0,7.6666e-14
-16.2,10,8,25,-15.2,1.0,7.6666e-14
-16.0,10,8,25,-15.0,1.0,7.6666e-14
-15.8,10,8,25,-14.8,1.0,7.6666e-14
-15.6,10,8,25,-14.6,1.0,7.6666e-14
-15.4,10,8,25,-14.4,1.0,7.6666e-14
-15.2,10,8,25,-14.2,1.0,7.6666e-14
-15.0,10,8,25,-14.0,1.0,7.6666e-14
-14.8,10,8,25,-13.8,1.0,7.6666e-14
-14.6,10,8,25,-13.6,1.0,7.6666e-14
-14.4,10,8,25,-13.4,1.0,7.6666e-14
-14.2,10,8,25,-13.2,1.0,7.6666e-14
-14.0,10,8,25,-13.0,1.0,7.6666e-14
-13.8,10,8,25,-12.8,1.0,7.6666e-14
-13.6,10,8,25,-12.6,1.0,7.6666e-14
-13.4,10,8,25,-12.4,1.0,7.6666e-14
-13.2,10,8,25,-12.2,1.0,7.6666e-14
-13.0,10,8,25,-12.0,1.0,7.6666e-14
-12.8,10,8,25,-11.8,1.0,7.6666e-14
-12.6,10,8,25,-11.6,1.0,7.6666e-14
-12.4,10,8,25,-11.4,1.0,7.6666e-14
-12.2,10,8,25,-11.2,1.0,7.6666e-14
-12.0,10,8,25,-11.0,1.0,7.6666e-14
-11.8,10,8,25,-10.8,1.0,7.6666e-14
-11.6,10,8,25,-10.6,1.0,7.6666e-14
-11.4,10,8,25,-10.4,1.0,7.6666e-14
-11.2,10,8,25,-10.2,1.0,7.6666e-14
-11.0,10,8,25,-10.0,1.0,7.6666e-14
-10.8,10,8,25,-9.8,1.0,7.6666e-14
-10.6,10,8,25,-9.6,1.0,7.6666e-14
-10.4,10,8,25,-9.4,1.0,7.6666e-14
-10.2,10,8,25,-9.2,1.0,7.6666e-14
-10.0,10,8,25,-9.0,1.0,7.6666e-14
-9.8,10,8,25,-8.8,1.0,7.6666e-14
-9.6,10,8,25,-8.6,1.0,7.6666e-14
-9.4,10,8,25,-8.4,1.0,7.6666e-14
-9.2,10,8,25,-8.2,1.0,7.6666e-14
-9.0,10,8,25,-8.0,1.0,7.6666e-14
-8.8,10,8,25,-7.8,1.0,7.6666e-14
-8.6,10,8,25,-7.6,1.0,7.6666e-14
-8.4,10,8,25,-7.4,1.0,7.6666e-14
-8.2,10,8,25,-7.2,1.0,7.6666e-14
-8.0,10,8,25,-7.0,1.0,7.6666e-14
-7.8,10,8,25,-6.8,1.0,7.6666e-14
-7.6,10,8,25,-6.6,1.0,7.6666e-14
-7.4,10,8,25,-6.4,1.0,7.6666e-14
-7.2,10,8,25,-6.2,1.0,7.6666e-14
-7.0,10,8,25,-6.0,1.0,7.6666e-14
-6.8,10,8,25,-5.8,1.0,7.6666e-14
-6.6,10,8,25,-5.6,1.0,7.6666e-14
-6.4,10,8,25,-5.4,1.0,7.6666e-14
-6.2,10,8,25,-5.2,1.0,7.6666e-14
-6.0,10,8,25,-5.0,1.0,7.6666e-14
-5.8,10,8,25,-4.8,1.0,7.6666e-14
-5.6,10,8,25,-4.6,1.0,7.6666e-14
-5.4,10,8,25,-4.4,1.0,7.6666e-14
-5.2,10,8,25,-4.2,1.0,7.6666e-14
-5.0,10,8,25,-4.0,1.0,7.6666e-14
-4.8,10,8,25,-3.8,1.0,7.6666e-14
-4.6,10,8,25,-3.6,1.0,7.6666e-14
-4.4,10,8,25,-3.4,1.0,7.6666e-14
-4.2,10,8,25,-3.2,1.0,7.6666e-14
-4.0,10,8,25,-3.0,1.0,7.6666e-14
-3.8,10,8,25,-2.8,1.0,7.6666e-14
-3.6,10,8,25,-2.6,1.0,7.6666e-14
-3.4,10,8,25,-2.4,1.0,7.6666e-14
-3.2,10,8,25,-2.2,1.0,7.6666e-14
-3.0,10,8,25,-2.0,1.0,7.6666e-14
-2.8,10,8,25,-1.8,1.0,7.6666e-14
-2.6,10,8,25,-1.6,1.0,7.6666e-14
-2.4,10,8,25,-1.4,1.0,7.6666e-14
-2.2,10,8,25,-1.2,1.0,7.6666e-14
-2.0,10,8,25,-1.0,1.0,7.6666e-14
-1.8,10,8,25,-0.8,1.0,7.6673e-14
-20.6,10,8,25,-0.6,20.0,7.7968e-14
-20.4,10,8,25,-0.4,20.0,1.0058e-13
-20.2,10,8,25,-0.2,20.0,5.2529e-13
-20.00000000000004,10,8,25,-3.7581e-14,20.0,8.5639e-12
-19.8,10,8,25,0.2,20.0,1.5947e-10
-19.6,10,8,25,0.4,20.0,2.4768e-09
-19.4,10,8,25,0.6,20.0,1.5626e-08
-0.19999999999999996,10,8,25,0.8,1.0,2.2665e-08
0.0,10,8,25,1.0,1.0,5.1799e-08
0.19999999999999996,10,8,25,1.2,1.0,9.267e-08
0.3999999999999999,10,8,25,1.4,1.0,1.4747e-07
0.6000000000000001,10,8,25,1.6,1.0,2.1826e-07
0.8,10,8,25,1.8,1.0,3.0655e-07
1.0,10,8,25,2.0,1.0,4.1321e-07
-2.8,10,8,25,2.2,5.0,6.5196e-07
-2.6,10,8,25,2.4,5.0,8.5358e-07
-2.4,10,8,25,2.6,5.0,1.0931e-06
-2.2,10,8,25,2.8,5.0,1.3733e-06
-2.0,10,8,25,3.0,5.0,1.6964e-06
-1.7999999999999998,10,8,25,3.2,5.0,2.0644e-06
-1.6,10,8,25,3.4,5.0,2.4793e-06
-1.4,10,8,25,3.6,5.0,2.9423e-06
-1.2000000000000002,10,8,25,3.8,5.0,3.4546e-06
-1.0,10,8,25,4.0,5.0,4.0173e-06
-0.7999999999999998,10,8,25,4.2,5.0,4.6308e-06
-0.5999999999999996,10,8,25,4.4,5.0,5.2957e-06
-0.40000000000000036,10,8,25,4.6,5.0,6.0121e-06
-0.20000000000000018,10,8,25,4.8,5.0,6.7799e-06
0.0,10,8,25,5.0,5.0,7.5988e-06
0.20000000000000018,10,8,25,5.2,5.0,8.4685e-06
0.40000000000000036,10,8,25,5.4,5.0,9.3882e-06
0.5999999999999996,10,8,25,5.6,5.0,1.0357e-05
0.7999999999999998,10,8,25,5.8,5.0,1.1374e-05
1.0,10,8,25,6.0,5.0,1.2439e-05
1.2000000000000002,10,8,25,6.2,5.0,1.3549e-05
1.4000000000000004,10,8,25,6.4,5.0,1.4705e-05
1.5999999999999996,10,8,25,6.6,5.0,1.5903e-05
1.7999999999999998,10,8,25,6.8,5.0,1.7144e-05
2.0,10,8,25,7.0,5.0,1.8424e-05
2.2,10,8,25,7.2,5.0,1.9744e-05
2.4000000000000004,10,8,25,7.4,5.0,2.11e-05
2.5999999999999996,10,8,25,7.6,5.0,2.2492e-05
2.8,10,8,25,7.8,5.0,2.3918e-05
3.0,10,8,25,8.0,5.0,2.5376e-05
3.1999999999999993,10,8,25,8.2,5.0,2.6865e-05
3.4000000000000004,10,8,25,8.4,5.0,2.8382e-05
3.5999999999999996,10,8,25,8.6,5.0,2.9927e-05
3.8000000000000007,10,8,25,8.8,5.0,3.1497e-05
4.0,10,8,25,9.0,5.0,3.3091e-05
4.199999999999999,10,8,25,9.2,5.0,3.4708e-05
4.4,10,8,25,9.4,5.0,3.6346e-05
4.6,10,8,25,9.6,5.0,3.8003e-05
4.800000000000001,10,8,25,9.8,5.0,3.9679e-05
5.0,10,8,25,10.0,5.0,4.1371e-05
5.199999999999999,10,8,25,10.2,5.0,4.3079e-05
5.4,10,8,25,10.4,5.0,4.48e-05
5.6,10,8,25,10.6,5.0,4.6535e-05
5.800000000000001,10,8,25,10.8,5.0,4.8281e-05
6.0,10,8,25,11.0,5.0,5.0037e-05
6.199999999999999,10,8,25,11.2,5.0,5.1804e-05
6.4,10,8,25,11.4,5.0,5.3578e-05
6.6,10,8,25,11.6,5.0,5.536e-05
6.800000000000001,10,8,25,11.8,5.0,5.7148e-05
7.0,10,8,25,12.0,5.0,5.8942e-05
7.199999999999999,10,8,25,12.2,5.0,6.074e-05
7.4,10,8,25,12.4,5.0,6.2542e-05
7.6,10,8,25,12.6,5.0,6.4347e-05
7.800000000000001,10,8,25,12.8,5.0,6.6154e-05
8.0,10,8,25,13.0,5.0,6.7963e-05
8.2,10,8,25,13.2,5.0,6.9773e-05
8.4,10,8,25,13.4,5.0,7.1583e-05
3.5999999999999996,10,8,25,13.6,10.0,8.8943e-05
3.8000000000000007,10,8,25,13.8,10.0,9.1531e-05
4.0,10,8,25,14.0,10.0,9.4137e-05
4.199999999999999,10,8,25,14.2,10.0,9.676e-05
4.4,10,8,25,14.4,10.0,9.9398e-05
4.6,10,8,25,14.6,10.0,0.00010205
4.800000000000001,10,8,25,14.8,10.0,0.00010472
5.0,10,8,25,15.0,10.0,0.0001074
5.199999999999999,10,8,25,15.2,10.0,0.00011009
5.4,10,8,25,15.4,10.0,0.0001128
5.6,10,8,25,15.6,10.0,0.00011551
5.800000000000001,10,8,25,15.8,10.0,0.00011824
6.0,10,8,25,16.0,10.0,0.00012098
6.199999999999999,10,8,25,16.2,10.0,0.00012372
6.399999999999999,10,8,25,16.4,10.0,0.00012648
6.600000000000001,10,8,25,16.6,10.0,0.00012924
6.800000000000001,10,8,25,16.8,10.0,0.00013201
7.0,10,8,25,17.0,10.0,0.00013479
7.199999999999999,10,8,25,17.2,10.0,0.00013758
7.399999999999999,10,8,25,17.4,10.0,0.00014037
7.600000000000001,10,8,25,17.6,10.0,0.00014316
7.800000000000001,10,8,25,17.8,10.0,0.00014597
8.0,10,8,25,18.0,10.0,0.00014877
8.2,10,8,25,18.2,10.0,0.00015158
8.399999999999999,10,8,25,18.4,10.0,0.00015439
8.600000000000001,10,8,25,18.6,10.0,0.00015721
8.8,10,8,25,18.8,10.0,0.00016003
9.0,10,8,25,19.0,10.0,0.00016285
9.2,10,8,25,19.2,10.0,0.00016568
9.399999999999999,10,8,25,19.4,10.0,0.0001685
9.600000000000001,10,8,25,19.6,10.0,0.00017133
